I S,Ichitaka,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: Destroying Boxes
I S,Izumi,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,GUARD Up,N/A,N/A,N/A,N/A,N/A,ATTRIBUTE: Guard UP
Ichigo 100%,Aya,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,Max HP Up,N/A,N/A,N/A,N/A,N/A,ATTRIBUTE: Max HP UP
Ichigo 100%,Aya,2 Koma,2K (T1),Support,Laughter (笑),Instant,N/A,Average,None,-1 SP Bar,N/A,Support Seal,N/A,N/A,Ground Only,"ON HIT: Support Seal, -1 SP BAR"
Ichigo 100%,Aya,3 Koma,3K (T4),Support,Laughter (笑),Slow,N/A,Fullscreen,N/A,-2 SP Bar,N/A,Blind,N/A,N/A,Ground Only,"ON HIT: Blind, -2 SP BAR"
Ichigo 100%,Tsukasa,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Glutton,N/A,PASSIVE: More Health from Food
Ichigo 100%,Tsukasa,2 Koma,2K (T1),Support,Laughter (笑),Fast,N/A,Average,N/A,-1 SP Bar,N/A,Blind,N/A,N/A,Ground Only,"ON HIT: Blind, -1 SP BAR"
Ichigo 100%,Tsukasa,3 Koma,3K (T2),Support,Laughter (笑),Instant,N/A,Average,N/A,-1 SP Bar,N/A,Confusion,N/A,N/A,Ground Only,"ON HIT: Confusion, -1 SP BAR"
Ichigo 100%,Satsuki,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: Consecutive Specials
Ichigo 100%,Satsuki,2 Koma,2K (T2),Support,Laughter (笑),Fast,N/A,Fullscreen,N/A,HP Regeneration,N/A,N/A,N/A,N/A,Ground Only,BUFF: Health Regeneration
Ichigo 100%,Satsuki,3 Koma,3K (T2),Support,Laughter (笑),Instant,N/A,Average,N/A,-2 SP Bar,N/A,Battle Seal,N/A,N/A,Ground Only,"ON HIT: Battle Seal, -2 SP BAR"
Ichigo 100%,Yui,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: KO Opponents
Ichigo 100%,Yui,2 Koma,2K (T1),Support,Laughter (笑),Instant,N/A,Average,N/A,N/A,N/A,Auto-run,N/A,N/A,Ground Only,ON HIT: Auto-Run
Ichigo 100%,Yui,3 Koma,3K (T6),Support,Laughter (笑),Average,N/A,Average,N/A,-1 SP Bar,N/A,Battle Seal,N/A,N/A,Ground Only,"ON HIT: Battle Seal, -1 SP BAR"
Ichigo 100%,Misuzu,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,GUARD Up,N/A,N/A,N/A,N/A,N/A,ATTRIBUTE: Guard UP
Ichigo 100%,Manaka,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: Destroying Boxes
Ichigo 100%,Hiroshi,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: Attack/Defend opposing Nature
Katekyo Hitman Reborn!,Tsuna,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: Attack/Defend against Supports
Katekyo Hitman Reborn!,Tsuna,2 Koma,2K (T1),Support,Laughter (笑),Fast,Low,Average,Low,N/A,N/A,N/A,N/A,N/A,Ground Only,ON HIT: 27 DMG MAX
Katekyo Hitman Reborn!,Tsuna,3 Koma,3K (T3),Support,Laughter (笑),Average,Average,Short,Low,N/A,N/A,N/A,N/A,N/A,Ground Only,ON HIT: 36 DMG MAX
Katekyo Hitman Reborn!,Tsuna,4 Koma,4K (T1),Battle,Laughter (笑),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Intuition,N/A,"PERK: Auto Guard, Blind Immunity, Special Res"
Katekyo Hitman Reborn!,Tsuna,5 Koma,5K (T3),Battle,Laughter (笑),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Intuition,N/A,"PERK: Auto Guard, Blind Immunity, Special Res"
Katekyo Hitman Reborn!,Tsuna,6 Koma,6K (T2),Battle,Laughter (笑),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Intuition,N/A,"PERK: Auto Guard, Blind Immunity, Special Res"
Katekyo Hitman Reborn!,Tsuna,6 Koma,6K (T1),Battle,Power (力),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Intuition,N/A,"PERK: Auto Guard, Blind Immunity, Special Res"
Katekyo Hitman Reborn!,Lambo,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shock Immunity,N/A,N/A,IMMUNITY: Shock
Katekyo Hitman Reborn!,Lambo,2 Koma,2K (T1),Support,Laughter (笑),Average,Average,Average,Low,N/A,N/A,N/A,N/A,N/A,Ground Only,ON HIT: 48 DMG MAX
Katekyo Hitman Reborn!,Lambo,3 Koma,3K (T5),Support,Power (力),Instant,High,Short,Low,N/A,N/A,Shock,N/A,N/A,Ground Only,"STAY: Counter, Shock, 52 DMG MAX"
Katekyo Hitman Reborn!,Yamamoto,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,N/A,N/A,N/A,Blades,N/A,N/A,RESIST: Blades
Katekyo Hitman Reborn!,Yamamoto,2 Koma,2K (T1),Support,Power (力),Fast,Average,Average,High,N/A,N/A,N/A,N/A,N/A,Ground Only,ON HIT: 36 DMG MAX
Katekyo Hitman Reborn!,Yamamoto,3 Koma,3K (T5),Support,Power (力),Fast,Average,Short,Low,N/A,N/A,N/A,N/A,N/A,Ground Only,ON HIT: 49 DMG MAX
Katekyo Hitman Reborn!,Gokudera,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: Attack/Defend against Characters
Katekyo Hitman Reborn!,Gokudera,2 Koma,2K (T1),Support,Power (力),Fast,High,Short,Low,N/A,N/A,N/A,N/A,N/A,Ground Only,ON HIT: 54 DMG MAX
Katekyo Hitman Reborn!,Gokudera,3 Koma,3K (T6),Support,Power (力),Instant,Average,Average,None,Jail,N/A,N/A,N/A,N/A,Ground Only,"ON HIT: Jail, 34 DMG MAX"
Katekyo Hitman Reborn!,Bianchi,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Glutton,N/A,PASSIVE: More Health from Food
Katekyo Hitman Reborn!,Bianchi,2 Koma,2K (T1),Support,Laughter (笑),Fast,N/A,Average,N/A,-1 SP Bar,N/A,Poison,N/A,N/A,Ground Only,"DEBUFF: Poison, -1 SP BAR"
Katekyo Hitman Reborn!,Bianchi,3 Koma,3K (T6),Support,Laughter (笑),Fast,N/A,Short,N/A,-2 SP Bar,N/A,Poison,N/A,N/A,Ground Only,"DEBUFF: Poison, -2 SP BAR"
Katekyo Hitman Reborn!,I-Pin,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: Combos
Katekyo Hitman Reborn!,I-Pin,2 Koma,2K (T2),Support,Laughter (笑),Slow,Very High,Long,High,N/A,N/A,N/A,N/A,N/A,Ground Only,ON HIT: 71 DMG MAX
Katekyo Hitman Reborn!,I-Pin,3 Koma,3K (T2),Support,Laughter (笑),Instant,High,Short,Average,N/A,N/A,N/A,N/A,N/A,Ground Only,"STAY: Counter, 54 DMG MAX"
Katekyo Hitman Reborn!,Hibari,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: No Switch/Supports
Katekyo Hitman Reborn!,Hibari,2 Koma,2K (T1),Support,Power (力),Fast,Average,Average,Low,N/A,N/A,N/A,N/A,N/A,Ground Only,ON HIT: 42 DMG MAX
Katekyo Hitman Reborn!,Hibari,3 Koma,3K (T3),Support,Power (力),Fast,Average,Short,High,Jail,N/A,N/A,N/A,N/A,Ground Only,"ON HIT: Jail, 30 DMG MAX"
Katekyo Hitman Reborn!,Kyoko,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,Max HP Up,N/A,N/A,N/A,N/A,N/A,ATTRIBUTE: Max HP UP
Katekyo Hitman Reborn!,Haru,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,N/A,N/A,N/A,Confusion Immunity,N/A,N/A,IMMUNITY: Confusion
Katekyo Hitman Reborn!,Leon,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HP Regeneration,N/A,PASSIVE: Health Regeneration
Captain Tsubasa,Tsubasa,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Airdash,N/A,PASSIVE: Airdash
Captain Tsubasa,Tsubasa,2 Koma,2K (T1),Support,Knowledge (知),Fast,Low,Fullscreen,None,N/A,N/A,SPD Down,N/A,N/A,Ground Only,"ON HIT: Speed Down, 24 DMG MAX"
Captain Tsubasa,Golden Combination,3 Koma,3K (T3),Support,Knowledge (知),Fast,Low,Fullscreen,None,-2 SP Bar,N/A,N/A,N/A,N/A,Ground Only,"ON HIT: -2 SP BAR, 20 DMG MAX"
Captain Tsubasa,Genzo,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,PASSIVE: Auto Guard
Captain Tsubasa,Genzo,2 Koma,2K (T2),Support,Power (力),Instant,Low,Short,Low,Heal,N/A,N/A,N/A,N/A,Ground Only,"STAY: Counter, Heal, 12 DMG MAX"
Captain Tsubasa,Genzo,3 Koma,3K (T6),Support,Power (力),Average,N/A,Fullscreen,N/A,Heal,Toughen,N/A,N/A,N/A,Ground/Air,"BUFF: Toughen, Heal"
Captain Tsubasa,Hyuga,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: Attack/Defend against Characters
Captain Tsubasa,Hyuga,2 Koma,2K (T1),Support,Power (力),Instant,Average,Long,Low,N/A,N/A,N/A,N/A,N/A,Ground Only,ON HIT: 36 DMG MAX
Captain Tsubasa,Hyuga,3 Koma,3K (T3),Support,Power (力),Fast,Average,Long,Low,N/A,N/A,N/A,N/A,N/A,Ground Only,ON HIT: 42 DMG MAX
Captain Tsubasa,Roberto Hongo,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Auto Guard,N/A,PASSIVE: Auto Guard
Captain Tsubasa,Sanae,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,GUARD Up,N/A,N/A,N/A,N/A,N/A,ATTRIBUTE: Guard UP
Gintama,Gintoki,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: Parry
Gintama,Gintoki,2 Koma,2K (T2),Support,Laughter (笑),Instant,Low,Short,Low,-1 SP Bar,N/A,Battle Seal,N/A,N/A,Ground Only,"STAY: Counter, Battle Seal, -1 SP BAR, 6 DMG MAX"
Gintama,Gintoki,3 Koma,3K (T1),Support,Laughter (笑),Instant,Average,Average,Very High,N/A,N/A,N/A,N/A,N/A,Ground Only,ON HIT: 37 DMG MAX
Gintama,Gintoki,4 Koma,4K (T1),Battle,Laughter (笑),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bushido,N/A,PERK: SP Regeneration during Guard
Gintama,Gintoki,5 Koma,5K (T4),Battle,Laughter (笑),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bushido,N/A,PERK: SP Regeneration during Guard
Gintama,Gintoki,6 Koma,6K (T7),Battle,Laughter (笑),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bushido,N/A,PERK: SP Regeneration during Guard
Gintama,Gintoki,6 Koma,6K (T1),Battle,Power (力),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bushido,N/A,PERK: SP Regeneration during Guard
Gintama,Gintoki,7 Koma,7K (T8),Battle,Laughter (笑),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bushido,N/A,PERK: SP Regeneration during Guard
Gintama,Kagura,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: Destroying Boxes
Gintama,Kagura,2 Koma,2K (T1),Support,Laughter (笑),Instant,Average,Average,Low,N/A,N/A,N/A,N/A,N/A,Ground Only,ON HIT: 36 DMG MAX
Gintama,Kagura,3 Koma,3K (T1),Support,Laughter (笑),Instant,High,Short,Low,Jail,N/A,N/A,N/A,N/A,Ground Only,"ON HIT: Jail, 55 DMG MAX"
Gintama,Kagura,4 Koma,4K (T7),Battle,Laughter (笑),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yato Clan,N/A,PERK: SP UP by Attacking / Destroying Boxes
Gintama,Kagura,5 Koma,5K (T2),Battle,Laughter (笑),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yato Clan,N/A,PERK: SP UP by Attacking / Destroying Boxes
Gintama,Kagura,6 Koma,6K (T1),Battle,Laughter (笑),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yato Clan,N/A,PERK: SP UP by Attacking / Destroying Boxes
Gintama,Kagura,6 Koma,6K (T8),Battle,Power (力),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yato Clan,N/A,PERK: SP UP by Attacking / Destroying Boxes
Gintama,Shinpachi,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,Max HP Up,N/A,N/A,N/A,Comeback,N/A,ATTRIBUTE: MAX HP Up on KO Recover
Gintama,Shinpachi,2 Koma,2K (T1),Support,Laughter (笑),Fast,N/A,Fullscreen,N/A,N/A,Toughen,N/A,N/A,N/A,Ground Only,BUFF: Toughen
Gintama,Shinpachi,3 Koma,3K (T2),Support,Laughter (笑),Fast,N/A,Average,N/A,-2 SP Bar,N/A,Confusion,N/A,N/A,Ground Only,"ON HIT: Confusion, -2 SP BAR"
Gintama,Zura,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,N/A,N/A,N/A,Confusion Immunity,N/A,N/A,IMMUNITY: Confusion
Gintama,Zura,2 Koma,2K (T2),Support,Laughter (笑),Fast,N/A,Long,None,N/A,N/A,Poison,N/A,N/A,Ground Only,ON HIT: Poison
Gintama,Zura / Elizabeth,3 Koma,3K (T3),Support,Laughter (笑),Instant,Average,Average,Low,N/A,N/A,N/A,N/A,N/A,Ground Only,ON HIT: 48 DMG MAX
Gintama,Sa-chan,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,GUARD Up,N/A,N/A,N/A,N/A,N/A,ATTRIBUTE: Guard UP
Gintama,Sa-chan,2 Koma,2K (T1),Support,Laughter (笑),Fast,N/A,Average,None,-2 SP Bar,N/A,Confusion,N/A,N/A,Ground Only,"ON HIT: Confusion, -2 SP BAR"
Gintama,Sa-chan,3 Koma,3K (T3),Support,Laughter (笑),Average,Average,Average,Low,N/A,N/A,Frozen,N/A,N/A,Ground Only,"ON HIT: Frozen, 45 DMG MAX"
Gintama,Kondo,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: Attack/Defend against Supports
Gintama,Kondo,2 Koma,2K (T1),Support,Laughter (笑),Average,Average,Average,Low,-1 SP Bar,N/A,Confusion,N/A,N/A,Ground Only,"ON HIT: Confusion, -1 SP BAR, 30 DMG MAX"
Gintama,Kondo,3 Koma,3K (T3),Support,Laughter (笑),Average,N/A,Average,Low,-2 SP Bar,N/A,Confusion,N/A,N/A,Ground Only,"ON HIT: Confusion, -2 SP BAR"
Gintama,Hijikata,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: Attack/Defend against Characters
Gintama,Hijikata,2 Koma,2K (T1),Support,Laughter (笑),Fast,N/A,Average,N/A,-1 SP Bar,N/A,Auto-run,N/A,N/A,Ground Only,"ON HIT: Auto Run, -1 SP BAR"
Gintama,Hijikata,3 Koma,3K (T6),Support,Laughter (笑),Fast,Average,Average,Low,-1 SP Bar,N/A,N/A,N/A,N/A,Ground Only,"ON HIT: -1 SP BAR, 42 DMG MAX"
Gintama,Okita,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: No Movement/Attacking
Gintama,Okita,2 Koma,2K (T1),Support,Laughter (笑),Fast,Low,Short,High,N/A,N/A,Burn,N/A,N/A,Ground Only,"ON HIT: Burn, 22 DMG MAX"
Gintama,Okita,3 Koma,3K (T1),Support,Laughter (笑),Average,High,Average,High,N/A,N/A,N/A,N/A,N/A,Ground Only,ON HIT: 60 DMG MAX
Gintama,Otose,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: Combos
Gintama,Otae,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,Max HP Up,N/A,N/A,N/A,N/A,N/A,ATTRIBUTE: MAX HP Up
Gintama,Hasegawa,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,No Pushback,N/A,N/A,N/A,N/A,N/A,NO PUSHBACK: Ground
Gintama,Yamazaki,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: No Movement/Attacking
Gintama,Sadaharu,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,NO PUSHBACK: Ground
Kinnikuman,Muscle Man,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,N/A,N/A,N/A,Physical Attacks,N/A,N/A,RESIST: Physical Attacks
Kinnikuman,Muscle Man,2 Koma,2K (T1),Support,Power (力),Fast,Average,Long,Low,N/A,N/A,N/A,N/A,N/A,Ground Only,ON HIT: 36 DMG MAX
Kinnikuman,Muscle Man,3 Koma,3K (T1),Support,Laughter (笑),Fast,N/A,Long,None,-2 SP Bar,N/A,Blind,N/A,N/A,Ground Only,"ON HIT: Blind, -2 SP BAR"
Kinnikuman,Muscle Man,4 Koma,4K (T1),Battle,Power (力),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Burning Strength,N/A,"PERK: ATK Up on Low HP, SP UP Attacking"
Kinnikuman,Muscle Man,4 Koma,4K (T8),Battle,Laughter (笑),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Burning Strength,N/A,"PERK: ATK Up on Low HP, SP UP Attacking"
Kinnikuman,Muscle Man,5 Koma,5K (T12),Battle,Power (力),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Burning Strength,N/A,"PERK: ATK Up on Low HP, SP UP Attacking"
Kinnikuman,Muscle Man,6 Koma,6K (T2),Battle,Power (力),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Burning Strength,N/A,"PERK: ATK Up on Low HP, SP UP Attacking"
Kinnikuman,Muscle Man,7 Koma,7K (T2),Battle,Power (力),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Burning Strength,N/A,"PERK: ATK Up on Low HP, SP UP Attacking"
Kinnikuman,Muscle Man,8 Koma,8K (T2),Battle,Power (力),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Burning Strength,N/A,"PERK: ATK Up on Low HP, SP UP Attacking"
Kinnikuman,Terry Man,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: Attack/Defend opposing Nature
Kinnikuman,Terry Man,2 Koma,2K (T1),Support,Knowledge (知),Instant,N/A,N/A,N/A,Heal,N/A,N/A,N/A,N/A,Ground Only,HEAL: Use during Hitstun
Kinnikuman,Terry Man,3 Koma,3K (T1),Support,Knowledge (知),Instant,Average,Short,Low,N/A,N/A,N/A,N/A,N/A,Ground/Air,ON HIT: 36 DMG MAX
Kinnikuman,Robin Mask,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,N/A,N/A,N/A,Blades,N/A,N/A,RESIST: Blades
