id,name_jp,name_en,series,series_en,ntbl,namenum,type,tiles,nature,variant,image_id,shape_group,shape_element,shape,koma_unk
19,進清十郎,Shin,shin,es,Eyeshield 21,1,19,support,2,Power (力),2K (T1),19,1,0,##.../...../...../.....,7;1;123;2;48
20,進清十郎,Shin,shin,es,Eyeshield 21,1,20,support,3,Power (力),3K (T2),20,2,1,#..../#..../#..../.....,7;1;123;1;48
21,デビルバット,Devil Bat,devil-bat,es,Eyeshield 21,1,21,help,1,Neutral (なし),1K,21,0,0,#..../...../...../.....,8;2;1;1;48
22,デビルバット,Devil Bat,devil-bat,es,Eyeshield 21,1,22,support,3,Laughter (笑),3K (T1),22,2,0,###../...../...../.....,8;1;124;2;48
23,ケルベロス,Cerberus,cerberus,es,Eyeshield 21,1,23,help,1,Neutral (なし),1K,23,0,0,#..../...../...../.....,9;2;42;1;48
24,ケルベロス,Cerberus,cerberus,es,Eyeshield 21,1,24,support,3,Laughter (笑),3K (T2),24,2,1,#..../#..../#..../.....,9;1;125;3;48
25,まもり,Mamori,mamori,es,Eyeshield 21,1,25,help,1,Neutral (なし),1K,25,0,0,#..../...../...../.....,10;2;8;1;49
26,鈴音,Suzuna,suzuna,es,Eyeshield 21,1,26,help,1,Neutral (なし),1K,26,0,0,#..../...../...../.....,11;2;44;1;49
27,小結,Komusubi,komusubi,es,Eyeshield 21,1,27,help,1,Neutral (なし),1K,27,0,0,#..../...../...../.....,12;2;6;1;48
28,桜庭,Sakuraba,sakuraba,es,Eyeshield 21,1,28,help,1,Neutral (なし),1K,28,0,0,#..../...../...../.....,13;2;39;1;48
29,瀧,Taki,taki,es,Eyeshield 21,1,29,help,1,Neutral (なし),1K,29,0,0,#..../...../...../.....,14;2;48;1;48
30,どぶろく先生,Doburoku-Sensei,doburoku-sensei,es,Eyeshield 21,1,30,help,1,Neutral (なし),1K,30,0,0,#..../...../...../.....,15;2;46;1;48
31,雪光,Yukimitsu,yukimitsu,es,Eyeshield 21,1,31,help,1,Neutral (なし),1K,31,0,0,#..../...../...../.....,16;2;35;1;48
32,石丸,Ishimaru,ishimaru,es,Eyeshield 21,1,32,help,1,Neutral (なし),1K,32,0,0,#..../...../...../.....,17;2;40;1;48
33,伊織,Iori,iori,is,I S,2,0,help,1,Neutral (なし),1K,33,0,0,#..../...../...../.....,18;2;52;1;49
34,伊織,Iori,iori,is,I S,2,1,support,2,Laughter (笑),2K (T1),34,1,0,##.../...../...../.....,18;1;178;2;49
35,伊織,Iori,iori,is,I S,2,2,support,3,Laughter (笑),3K (T2),35,2,1,#..../#..../#..../.....,18;1;178;1;49
36,いつき,Itsuki,itsuki,is,I S,2,3,help,1,Neutral (なし),1K,36,0,0,#..../...../...../.....,19;2;48;1;49
37,いつき,Itsuki,itsuki,is,I S,2,4,support,2,Laughter (笑),2K (T1),37,1,0,##.../...../...../.....,19;1;179;1;49
38,いつき,Itsuki,itsuki,is,I S,2,5,support,3,Laughter (笑),3K (T2),38,2,1,#..../#..../#..../.....,19;1;179;1;49
39,一貴,Ichitaka,ichitaka,is,I S,2,6,help,1,Neutral (なし),1K,39,0,0,#..../...../...../.....,20;2;42;1;48
40,磯崎泉,Izumi,izumi,is,I S,2,7,help,1,Neutral (なし),1K,40,0,0,#..../...../...../.....,21;2;22;1;49
41,東城,Aya,toujou;aya,ig,Ichigo 100%,3,0,help,1,Neutral (なし),1K,41,0,0,#..../...../...../.....,22;2;52;1;49
42,東城,Aya,toujou;aya,ig,Ichigo 100%,3,1,support,2,Laughter (笑),2K (T1),42,1,0,##.../...../...../.....,22;1;136;1;49
43,東城,Aya,toujou;aya,ig,Ichigo 100%,3,2,support,3,Laughter (笑),3K (T4),43,2,3,.#.../##.../...../.....,22;1;136;3;49
44,西野,Tsukasa,satsuki;tsukasa,ig,Ichigo 100%,3,3,help,1,Neutral (なし),1K,44,0,0,#..../...../...../.....,23;2;18;1;49
45,西野,Tsukasa,satsuki;tsukasa,ig,Ichigo 100%,3,4,support,2,Laughter (笑),2K (T1),45,1,0,##.../...../...../.....,23;1;137;1;49
46,西野,Tsukasa,satsuki;tsukasa,ig,Ichigo 100%,3,5,support,3,Laughter (笑),3K (T2),46,2,1,#..../#..../#..../.....,23;1;137;1;49
47,さつき,Satsuki,satsuki,ig,Ichigo 100%,3,6,help,1,Neutral (なし),1K,47,0,0,#..../...../...../.....,24;2;48;1;49
48,さつき,Satsuki,satsuki,ig,Ichigo 100%,3,7,support,2,Laughter (笑),2K (T2),48,1,1,#..../#..../...../.....,24;1;138;1;49
49,さつき,Satsuki,satsuki,ig,Ichigo 100%,3,8,support,3,Laughter (笑),3K (T2),49,2,1,#..../#..../#..../.....,24;1;138;1;49
50,唯,Yui,yui,ig,Ichigo 100%,3,9,help,1,Neutral (なし),1K,50,0,0,#..../...../...../.....,25;2;45;1;49
51,唯,Yui,yui,ig,Ichigo 100%,3,10,support,2,Laughter (笑),2K (T1),51,1,0,##.../...../...../.....,25;1;139;1;49
52,唯,Yui,yui,ig,Ichigo 100%,3,11,support,3,Laughter (笑),3K (T6),52,2,5,##.../#..../...../.....,25;1;139;1;49
53,美鈴,Misuzu,misuzu,ig,Ichigo 100%,3,12,help,1,Neutral (なし),1K,53,0,0,#..../...../...../.....,26;2;22;1;49
54,真中,Manaka,manaka,ig,Ichigo 100%,3,13,help,1,Neutral (なし),1K,54,0,0,#..../...../...../.....,27;2;42;1;48
55,外村,Hiroshi,hiroshi,ig,Ichigo 100%,3,14,help,1,Neutral (なし),1K,55,0,0,#..../...../...../.....,28;2;47;1;48
56,ツナ／リボーン,Tsuna,tsuna,tr,Katekyo Hitman Reborn!,4,0,help,1,Neutral (なし),1K,56,0,0,#..../...../...../.....,29;2;46;1;48
57,ツナ／リボーン,Tsuna,tsuna,tr,Katekyo Hitman Reborn!,4,1,support,2,Laughter (笑),2K (T1),57,1,0,##.../...../...../.....,29;1;92;1;48
58,ツナ／リボーン,Tsuna,tsuna,tr,Katekyo Hitman Reborn!,4,2,support,3,Laughter (笑),3K (T3),58,2,2,##.../.#.../...../.....,29;1;92;1;48
59,ツナ／リボーン,Tsuna,tsuna,tr,Katekyo Hitman Reborn!,4,3,battle,4,Laughter (笑),4K (T1),59,3,0,##.../##.../...../.....,29;0;54;1;48
60,ツナ／リボーン,Tsuna,tsuna,tr,Katekyo Hitman Reborn!,4,4,battle,5,Laughter (笑),5K (T3),60,4,2,###../.##../...../.....,29;0;54;5;48
61,ツナ／リボーン,Tsuna,tsuna,tr,Katekyo Hitman Reborn!,4,5,battle,6,Laughter (笑),6K (T2),61,5,1,##.../##.../##.../.....,29;0;54;4;48
62,ツナ／リボーン,Tsuna,tsuna,tr,Katekyo Hitman Reborn!,4,6,battle,6,Power (力),6K (T1),62,5,0,###../###../...../.....,29;0;54;5;0
63,ランボ,Lambo,lambo,tr,Katekyo Hitman Reborn!,4,7,help,1,Neutral (なし),1K,63,0,0,#..../...../...../.....,30;2;25;1;48
64,ランボ,Lambo,lambo,tr,Katekyo Hitman Reborn!,4,8,support,2,Laughter (笑),2K (T1),64,1,0,##.../...../...../.....,30;1;93;1;48
65,ランボ,Lambo,lambo,tr,Katekyo Hitman Reborn!,4,9,support,3,Power (力),3K (T5),65,2,4,#..../##.../...../.....,30;1;93;1;48
66,山本,Yamamoto,yamamoto,tr,Katekyo Hitman Reborn!,4,10,help,1,Neutral (なし),1K,66,0,0,#..../...../...../.....,31;2;10;1;48
67,山本,Yamamoto,yamamoto,tr,Katekyo Hitman Reborn!,4,11,support,2,Power (力),2K (T1),67,1,0,##.../...../...../.....,31;1;96;1;48
68,山本,Yamamoto,yamamoto,tr,Katekyo Hitman Reborn!,4,12,support,3,Power (力),3K (T5),68,2,4,#..../##.../...../.....,31;1;96;1;48
69,獄寺,Gokudera,gokudera,tr,Katekyo Hitman Reborn!,4,13,help,1,Neutral (なし),1K,69,0,0,#..../...../...../.....,32;2;38;1;48
70,獄寺,Gokudera,gokudera,tr,Katekyo Hitman Reborn!,4,14,support,2,Power (力),2K (T1),70,1,0,##.../...../...../.....,32;1;94;1;48
71,獄寺,Gokudera,gokudera,tr,Katekyo Hitman Reborn!,4,15,support,3,Power (力),3K (T6),71,2,5,##.../#..../...../.....,32;1;94;1;48
72,ビアンキ,Bianchi,bianchi,tr,Katekyo Hitman Reborn!,4,16,help,1,Neutral (なし),1K,72,0,0,#..../...../...../.....,33;2;18;1;49
73,ビアンキ,Bianchi,bianchi,tr,Katekyo Hitman Reborn!,4,17,support,2,Laughter (笑),2K (T1),73,1,0,##.../...../...../.....,33;1;95;2;49
74,ビアンキ,Bianchi,bianchi,tr,Katekyo Hitman Reborn!,4,18,support,3,Laughter (笑),3K (T6),74,2,5,##.../#..../...../.....,33;1;95;1;49
75,イーピン,I-Pin,i-pin,tr,Katekyo Hitman Reborn!,4,19,help,1,Neutral (なし),1K,75,0,0,#..../...../...../.....,34;2;41;1;49
76,イーピン,I-Pin,i-pin,tr,Katekyo Hitman Reborn!,4,20,support,2,Laughter (笑),2K (T2),76,1,1,#..../#..../...../.....,34;1;97;2;49
77,イーピン,I-Pin,i-pin,tr,Katekyo Hitman Reborn!,4,21,support,3,Laughter (笑),3K (T2),77,2,1,#..../#..../#..../.....,34;1;97;2;49
78,ヒバリ,Hibari,hibari,tr,Katekyo Hitman Reborn!,4,22,help,1,Neutral (なし),1K,78,0,0,#..../...../...../.....,35;2;44;1;48
79,ヒバリ,Hibari,hibari,tr,Katekyo Hitman Reborn!,4,23,support,2,Power (力),2K (T1),79,1,0,##.../...../...../.....,35;1;98;2;48
80,ヒバリ,Hibari,hibari,tr,Katekyo Hitman Reborn!,4,24,support,3,Power (力),3K (T3),80,2,2,##.../.#.../...../.....,35;1;98;2;48
81,京子,Kyoko,kyoko,tr,Katekyo Hitman Reborn!,4,25,help,1,Neutral (なし),1K,81,0,0,#..../...../...../.....,36;2;52;1;49
82,ハル,Haru,haru,tr,Katekyo Hitman Reborn!,4,26,help,1,Neutral (なし),1K,82,0,0,#..../...../...../.....,37;2;28;1;49
83,レオン,Leon,leon,tr,Katekyo Hitman Reborn!,4,27,help,1,Neutral (なし),1K,83,0,0,#..../...../...../.....,38;2;54;1;48
84,大空翼,Tsubasa,tsubasa,ct,Captain Tsubasa,5,0,help,1,Neutral (なし),1K,84,0,0,#..../...../...../.....,39;2;3;1;48
85,大空翼,Tsubasa,tsubasa,ct,Captain Tsubasa,5,1,support,2,Knowledge (知),2K (T1),85,1,0,##.../...../...../.....,39;1;169;2;48
86,ゴールデンコンビ,Golden Combination,golden-combination,ct,Captain Tsubasa,5,2,support,3,Knowledge (知),3K (T3),86,2,2,##.../.#.../...../.....,39;1;169;2;48
87,若林源三,Genzo,genzo,ct,Captain Tsubasa,5,3,help,1,Neutral (なし),1K,87,0,0,#..../...../...../.....,40;2;4;1;48
88,若林源三,Genzo,genzo,ct,Captain Tsubasa,5,4,support,2,Power (力),2K (T2),88,1,1,#..../#..../...../.....,40;1;170;2;48
89,若林源三,Genzo,genzo,ct,Captain Tsubasa,5,5,support,3,Power (力),3K (T6),89,2,5,##.../#..../...../.....,40;1;170;1;48
90,日向小次郎,Hyuga,hyuga,ct,Captain Tsubasa,5,6,help,1,Neutral (なし),1K,90,0,0,#..../...../...../.....,41;2;38;1;48
91,日向小次郎,Hyuga,hyuga,ct,Captain Tsubasa,5,7,support,2,Power (力),2K (T1),91,1,0,##.../...../...../.....,41;1;171;1;48
92,日向小次郎,Hyuga,hyuga,ct,Captain Tsubasa,5,8,support,3,Power (力),3K (T3),92,2,2,##.../.#.../...../.....,41;1;171;2;48
93,ロベルト本郷,Roberto Hongo,roberto-hongo,ct,Captain Tsubasa,5,9,help,1,Neutral (なし),1K,93,0,0,#..../...../...../.....,42;2;4;1;48
94,中沢早苗,Sanae,sanae,ct,Captain Tsubasa,5,10,help,1,Neutral (なし),1K,94,0,0,#..../...../...../.....,43;2;22;1;49
95,銀さん,Gintoki,gintoki,gt,Gintama,6,0,help,1,Neutral (なし),1K,95,0,0,#..../...../...../.....,44;2;5;1;48
96,銀さん,Gintoki,gintoki,gt,Gintama,6,1,support,2,Laughter (笑),2K (T2),96,1,1,#..../#..../...../.....,44;1;84;1;48
97,銀さん,Gintoki,gintoki,gt,Gintama,6,2,support,3,Laughter (笑),3K (T1),97,2,0,###../...../...../.....,44;1;84;2;48
98,銀さん,Gintoki,gintoki,gt,Gintama,6,3,battle,4,Laughter (笑),4K (T1),98,3,0,##.../##.../...../.....,44;0;52;1;48
99,銀さん,Gintoki,gintoki,gt,Gintama,6,4,battle,5,Laughter (笑),5K (T4),99,4,3,.##../###../...../.....,44;0;52;4;48
100,銀さん,Gintoki,gintoki,gt,Gintama,6,5,battle,6,Laughter (笑),6K (T7),100,5,6,.###./###../...../.....,44;0;52;1;48
101,銀さん,Gintoki,gintoki,gt,Gintama,6,6,battle,6,Power (力),6K (T1),101,5,0,###../###../...../.....,44;0;52;2;0
102,銀さん,Gintoki,gintoki,gt,Gintama,6,7,battle,7,Laughter (笑),7K (T8),102,6,8,#..../###../###../.....,44;0;52;2;48
103,神楽,Kagura,kagura,gt,Gintama,6,8,help,1,Neutral (なし),1K,103,0,0,#..../...../...../.....,45;2;42;1;49
104,神楽,Kagura,kagura,gt,Gintama,6,9,support,2,Laughter (笑),2K (T1),104,1,0,##.../...../...../.....,45;1;85;1;49
105,神楽,Kagura,kagura,gt,Gintama,6,10,support,3,Laughter (笑),3K (T1),105,2,0,###../...../...../.....,45;1;85;2;49
106,神楽,Kagura,kagura,gt,Gintama,6,11,battle,4,Laughter (笑),4K (T7),106,3,6,##.../#..../#..../.....,45;0;53;3;49
107,神楽,Kagura,kagura,gt,Gintama,6,12,battle,5,Laughter (笑),5K (T2),107,4,1,###../##.../...../.....,45;0;53;4;49
108,神楽,Kagura,kagura,gt,Gintama,6,13,battle,6,Laughter (笑),6K (T1),108,5,0,###../###../...../.....,45;0;53;5;49
109,神楽,Kagura,kagura,gt,Gintama,6,14,battle,6,Power (力),6K (T8),109,5,7,##.../###../.#.../.....,45;0;53;2;1
110,新八,Shinpachi,shinpachi,gt,Gintama,6,15,help,1,Neutral (なし),1K,110,0,0,#..../...../...../.....,46;2;15;1;48
111,新八,Shinpachi,shinpachi,gt,Gintama,6,16,support,2,Laughter (笑),2K (T1),111,1,0,##.../...../...../.....,46;1;86;1;48
112,新八,Shinpachi,shinpachi,gt,Gintama,6,17,support,3,Laughter (笑),3K (T2),112,2,1,#..../#..../#..../.....,46;1;86;3;48
113,ヅラ,Zura,zura,gt,Gintama,6,18,help,1,Neutral (なし),1K,113,0,0,#..../...../...../.....,47;2;28;1;48
114,ヅラ,Zura,zura,gt,Gintama,6,19,support,2,Laughter (笑),2K (T2),114,1,1,#..../#..../...../.....,47;1;87;2;48
115,ヅラ／エリザベス,Zura / Elizabeth,zura-elizabeth,gt,Gintama,6,20,support,3,Laughter (笑),3K (T3),115,2,2,##.../.#.../...../.....,47;1;87;1;48
116,さっちゃん,Sa-chan,sa-chan,gt,Gintama,6,21,help,1,Neutral (なし),1K,116,0,0,#..../...../...../.....,48;2;22;1;49
117,さっちゃん,Sa-chan,sa-chan,gt,Gintama,6,22,support,2,Laughter (笑),2K (T1),117,1,0,##.../...../...../.....,48;1;88;2;49
118,さっちゃん,Sa-chan,sa-chan,gt,Gintama,6,23,support,3,Laughter (笑),3K (T3),118,2,2,##.../.#.../...../.....,48;1;88;2;49
119,近藤,Kondo,kondo,gt,Gintama,6,24,help,1,Neutral (なし),1K,119,0,0,#..../...../...../.....,49;2;46;1;48
120,近藤,Kondo,kondo,gt,Gintama,6,25,support,2,Laughter (笑),2K (T1),120,1,0,##.../...../...../.....,49;1;89;2;48
121,近藤,Kondo,kondo,gt,Gintama,6,26,support,3,Laughter (笑),3K (T3),121,2,2,##.../.#.../...../.....,49;1;89;1;48
122,土方,Hijikata,hijikata,gt,Gintama,6,27,help,1,Neutral (なし),1K,122,0,0,#..../...../...../.....,50;2;38;1;48
123,土方,Hijikata,hijikata,gt,Gintama,6,28,support,2,Laughter (笑),2K (T1),123,1,0,##.../...../...../.....,50;1;90;2;48
124,土方,Hijikata,hijikata,gt,Gintama,6,29,support,3,Laughter (笑),3K (T6),124,2,5,##.../#..../...../.....,50;1;90;3;48
125,沖田,Okita,okita,gt,Gintama,6,30,help,1,Neutral (なし),1K,125,0,0,#..../...../...../.....,51;2;40;1;48
126,沖田,Okita,okita,gt,Gintama,6,31,support,2,Laughter (笑),2K (T1),126,1,0,##.../...../...../.....,51;1;91;2;48
127,沖田,Okita,okita,gt,Gintama,6,32,support,3,Laughter (笑),3K (T1),127,2,0,###../...../...../.....,51;1;91;2;48
128,お登勢,Otose,otose,gt,Gintama,6,33,help,1,Neutral (なし),1K,128,0,0,#..../...../...../.....,52;2;41;1;49
129,お妙,Otae,otae,gt,Gintama,6,34,help,1,Neutral (なし),1K,129,0,0,#..../...../...../.....,53;2;52;1;49
130,長谷川,Hasegawa,hasegawa,gt,Gintama,6,35,help,1,Neutral (なし),1K,130,0,0,#..../...../...../.....,54;2;6;1;48
131,山崎,Yamazaki,yamazaki,gt,Gintama,6,36,help,1,Neutral (なし),1K,131,0,0,#..../...../...../.....,55;2;40;1;48
132,定春,Sadaharu,sadaharu,gt,Gintama,6,37,help,1,Neutral (なし),1K,132,0,0,#..../...../...../.....,56;2;6;1;48
133,キン肉マン,Muscle Man,kinnikuman;muscle-man,kn,Kinnikuman,7,0,help,1,Neutral (なし),1K,133,0,0,#..../...../...../.....,57;2;9;1;48
134,キン肉マン,Muscle Man,kinnikuman;muscle-man,kn,Kinnikuman,7,1,support,2,Power (力),2K (T1),134,1,0,##.../...../...../.....,57;1;155;1;48
135,キン肉マン,Muscle Man,kinnikuman;muscle-man,kn,Kinnikuman,7,2,support,3,Laughter (笑),3K (T1),135,2,0,###../...../...../.....,57;1;155;2;48
136,キン肉マン,Muscle Man,kinnikuman;muscle-man,kn,Kinnikuman,7,3,battle,4,Power (力),4K (T1),136,3,0,##.../##.../...../.....,57;0;65;3;48
137,キン肉マン,Muscle Man,kinnikuman;muscle-man,kn,Kinnikuman,7,4,battle,4,Laughter (笑),4K (T8),137,3,7,.##../##.../...../.....,57;0;65;1;32
138,キン肉マン,Muscle Man,kinnikuman;muscle-man,kn,Kinnikuman,7,5,battle,5,Power (力),5K (T12),138,4,12,.#.../.#.../###../.....,57;0;65;1;48
139,キン肉マン,Muscle Man,kinnikuman;muscle-man,kn,Kinnikuman,7,6,battle,6,Power (力),6K (T2),139,5,1,##.../##.../##.../.....,57;0;65;5;48
140,キン肉マン,Muscle Man,kinnikuman;muscle-man,kn,Kinnikuman,7,7,battle,7,Power (力),7K (T2),140,6,1,###../###../..#../.....,57;0;65;2;48
141,キン肉マン,Muscle Man,kinnikuman;muscle-man,kn,Kinnikuman,7,8,battle,8,Power (力),8K (T2),141,7,1,###../###../#.#../.....,57;0;65;4;48
142,テリーマン,Terry Man,terryman;terry-man,kn,Kinnikuman,7,9,help,1,Neutral (なし),1K,142,0,0,#..../...../...../.....,58;2;47;1;48
143,テリーマン,Terry Man,terryman;terry-man,kn,Kinnikuman,7,10,support,2,Knowledge (知),2K (T1),143,1,0,##.../...../...../.....,58;1;156;1;48
144,テリーマン,Terry Man,terryman;terry-man,kn,Kinnikuman,7,11,support,3,Knowledge (知),3K (T1),144,2,0,###../...../...../.....,58;1;156;2;48
145,ロビンマスク,Robin Mask,robinmask;robin-mask,kn,Kinnikuman,7,12,help,1,Neutral (なし),1K,145,0,0,#..../...../...../.....,59;2;10;1;48
146,ロビンマスク,Robin Mask,robinmask;robin-mask,kn,Kinnikuman,7,13,support,2,Knowledge (知),2K (T2),146,1,1,#..../#..../...../.....,59;1;157;2;48
147,ロビンマスク,Robin Mask,robinmask;robin-mask,kn,Kinnikuman,7,14,support,3,Knowledge (知),3K (T2),147,2,1,#..../#..../#..../.....,59;1;157;3;48
148,ウォーズマン,Wars Man,wars-man,kn,Kinnikuman,7,15,help,1,Neutral (なし),1K,148,0,0,#..../...../...../.....,60;2;30;1;48
149,ウォーズマン,Wars Man,wars-man,kn,Kinnikuman,7,16,support,2,Knowledge (知),2K (T1),149,1,0,##.../...../...../.....,60;1;158;2;48
150,ウォーズマン,Wars Man,wars-man,kn,Kinnikuman,7,17,support,3,Knowledge (知),3K (T1),150,2,0,###../...../...../.....,60;1;158;2;48
151,ラーメンマン,Ramen Man,ramen-man,kn,Kinnikuman,7,18,help,1,Neutral (なし),1K,151,0,0,#..../...../...../.....,61;2;39;1;48
152,モンゴルマン,Mongolia Man,mongolia-man,kn,Kinnikuman,7,19,support,2,Power (力),2K (T1),152,1,0,##.../...../...../.....,61;1;159;2;48
153,ラーメンマン,Ramen Man,ramen-man,kn,Kinnikuman,7,20,support,3,Power (力),3K (T2),153,2,1,#..../#..../#..../.....,61;1;159;3;48
154,ブロッケンＪｒ．,Brocken Jr.,brocken-jr,kn,Kinnikuman,7,21,help,1,Neutral (なし),1K,154,0,0,#..../...../...../.....,62;2;29;1;48
155,ブロッケンＪｒ．,Brocken Jr.,brocken-jr,kn,Kinnikuman,7,22,support,2,Power (力),2K (T1),155,1,0,##.../...../...../.....,62;1;160;2;48
156,ブロッケンＪｒ．,Brocken Jr.,brocken-jr,kn,Kinnikuman,7,23,support,3,Power (力),3K (T5),156,2,4,#..../##.../...../.....,62;1;160;3;48
157,バッファローマン,Buffalo Man,buffalo-man,kn,Kinnikuman,7,24,help,1,Neutral (なし),1K,157,0,0,#..../...../...../.....,63;2;44;1;48
158,バッファローマン,Buffalo Man,buffalo-man,kn,Kinnikuman,7,25,support,2,Power (力),2K (T1),158,1,0,##.../...../...../.....,63;1;161;1;48
159,バッファローマン,Buffalo Man,buffalo-man,kn,Kinnikuman,7,26,support,3,Power (力),3K (T2),159,2,1,#..../#..../#..../.....,63;1;161;3;48
160,アシュラマン,Furious Fighter,furious-fighter,kn,Kinnikuman,7,27,help,1,Neutral (なし),1K,160,0,0,#..../...../...../.....,64;2;41;1;48
161,アシュラマン,Furious Fighter,furious-fighter,kn,Kinnikuman,7,28,support,2,Power (力),2K (T2),161,1,1,#..../#..../...../.....,64;1;162;1;48
162,アシュラマン,Furious Fighter,furious-fighter,kn,Kinnikuman,7,29,support,3,Power (力),3K (T6),162,2,5,##.../#..../...../.....,64;1;162;1;48
163,ミートくん,Mito-kun,mito-kun,kn,Kinnikuman,7,30,help,1,Neutral (なし),1K,163,0,0,#..../...../...../.....,65;2;35;1;48
164,キン肉大王,Super Muscle,super-muscle,kn,Kinnikuman,7,31,help,1,Neutral (なし),1K,164,0,0,#..../...../...../.....,66;2;45;1;48
165,両さん,Ryotsu,rj;ryotsu,kk,Kochi Kame,8,0,help,1,Neutral (なし),1K,165,0,0,#..../...../...../.....,67;2;42;1;48
166,両さん,Ryotsu,rj;ryotsu,kk,Kochi Kame,8,1,support,2,Laughter (笑),2K (T2),166,1,1,#..../#..../...../.....,67;1;75;2;48
167,両さん,Ryotsu,rj;ryotsu,kk,Kochi Kame,8,2,support,3,Laughter (笑),3K (T2),167,2,1,#..../#..../#..../.....,67;1;75;2;48
168,両さん,Ryotsu,rj;ryotsu,kk,Kochi Kame,8,3,battle,4,Laughter (笑),4K (T1),168,3,0,##.../##.../...../.....,67;0;51;4;48
169,両さん,Ryotsu,rj;ryotsu,kk,Kochi Kame,8,4,battle,5,Laughter (笑),5K (T9),169,4,9,#..../##.../##.../.....,67;0;51;3;48
170,両さん,Ryotsu,rj;ryotsu,kk,Kochi Kame,8,5,battle,6,Laughter (笑),6K (T4),170,5,3,#..../##.../###../.....,67;0;51;1;48
171,両さん,Ryotsu,rj;ryotsu,kk,Kochi Kame,8,6,battle,6,Power (力),6K (T9),171,5,8,...#./#####/...../.....,67;0;51;4;0
172,両さん,Ryotsu,rj;ryotsu,kk,Kochi Kame,8,7,battle,7,Laughter (笑),7K (T9),172,6,9,##.../##.../##.../#....,67;0;51;2;48
173,大原部長,Chief Ohara,chief-ohara,kk,Kochi Kame,8,8,help,1,Neutral (なし),1K,173,0,0,#..../...../...../.....,68;2;41;1;48
174,大原部長,Chief Ohara,chief-ohara,kk,Kochi Kame,8,9,support,2,Laughter (笑),2K (T1),174,1,0,##.../...../...../.....,68;1;76;2;48
175,大原部長,Chief Ohara,chief-ohara,kk,Kochi Kame,8,10,support,3,Laughter (笑),3K (T3),175,2,2,##.../.#.../...../.....,68;1;76;2;48
176,中川,Nakagawa,nakagawa,kk,Kochi Kame,8,11,help,1,Neutral (なし),1K,176,0,0,#..../...../...../.....,69;2;16;1;48
177,中川,Nakagawa,nakagawa,kk,Kochi Kame,8,12,support,2,Laughter (笑),2K (T1),177,1,0,##.../...../...../.....,69;1;77;2;48
